run_accession sra_ftp
ERR1042137 E6.15.1436.fastq
ERR1042138 E6.15.1437.fastq
ERR1042139 E6.15.1438.fastq
ERR1042140 E6.15.1439.fastq
ERR1042141 E6.15.1441.fastq
ERR1042142 E6.15.1442.fastq
ERR1042143 E6.15.1443.fastq
ERR1042144 E6.15.1445.fastq
ERR1042145 E6.15.1446.fastq
ERR1042146 E6.15.1447.fastq
ERR1042147 E6.15.1450.fastq
ERR1042148 E6.15.1451.fastq
ERR1042149 E6.15.1453.fastq
ERR1042150 E6.15.1454.fastq
ERR1042151 E6.15.1455.fastq
ERR1042152 E6.15.1457.fastq
ERR1042153 E6.15.1458.fastq
ERR1042154 E6.15.1460.fastq
ERR1042155 E6.15.1461.fastq
ERR1042156 E6.15.1462.fastq
ERR1042157 E6.15.1463.fastq
ERR1042158 E6.15.1465.fastq
ERR1042159 E6.15.1466.fastq
ERR1042160 E6.15.1467.fastq
ERR1042161 E6.15.1468.fastq
ERR1042162 E6.15.1469.fastq
ERR1042163 E6.15.1470.fastq
ERR1042164 E6.15.1471.fastq
ERR1042165 E6.15.1473.fastq
ERR1042166 E6.15.1474.fastq
ERR1042167 E6.15.1475.fastq
ERR1042168 E6.15.1476.fastq
ERR1042169 E6.15.1477.fastq
ERR1042170 E6.15.1478.fastq
ERR1042171 E6.15.1479.fastq
ERR1042172 E6.15.1481.fastq
ERR1042173 E6.16.1493.fastq
ERR1042174 E6.16.1494.fastq
ERR1042175 E6.16.1495.fastq
ERR1042176 E6.16.1496.fastq
ERR1042177 E6.16.1497.fastq
ERR1042178 E6.16.1498.fastq
ERR1042179 E6.16.1499.fastq
ERR1042180 E6.16.1500.fastq
ERR1042181 E6.16.1501.fastq
ERR1042182 E6.16.1503.fastq
ERR1042183 E6.16.1504.fastq
ERR1042184 E6.16.1505.fastq
ERR1042185 E6.17.1570.fastq
ERR1042186 E6.17.1571.fastq
ERR1042187 E6.17.1572.fastq
ERR1042188 E6.17.1573.fastq
ERR1042189 E6.17.1574.fastq
ERR1042190 E6.17.1575.fastq
ERR1042191 E6.17.1576.fastq
ERR1042192 E6.17.1578.fastq
ERR1042193 E6.17.1579.fastq
ERR1042194 E6.17.1581.fastq
ERR1042195 E6.17.1582.fastq
ERR1042196 E6.17.1583.fastq
ERR1042197 E6.17.1584.fastq
ERR1042198 E6.17.1585.fastq
ERR1042199 E6.17.1586.fastq
ERR1042200 E6.17.1587.fastq
ERR1042201 E6.17.1588.fastq
ERR1042202 E6.17.1589.fastq
ERR1042203 E6.17.1590.fastq
ERR1042204 E6.17.1591.fastq
ERR1042205 E6.17.1592.fastq
ERR1042206 E6.17.1593.fastq
ERR1042207 E6.17.1594.fastq
ERR1042208 E6.17.1596.fastq
ERR1042209 E6.17.1598.fastq
ERR1042210 E6.17.1599.fastq
ERR1042211 E6.17.1600.fastq
ERR1042212 E6.17.1601.fastq
ERR1042213 E6.17.1602.fastq
ERR1042214 E6.17.1603.fastq
ERR1042215 E6.17.1605.fastq
ERR1042216 E6.17.1606.fastq
ERR1042217 E6.17.1607.fastq
ERR1042218 E6.17.1608.fastq
ERR1042219 E6.17.1609.fastq
ERR1042220 E6.17.1610.fastq
ERR1042221 E6.17.1611.fastq
ERR1042222 E6.17.1612.fastq
ERR1042223 E6.17.1613.fastq
ERR1042224 E6.17.1614.fastq
ERR1042225 E6.17.1616.fastq
ERR1042226 E6.17.1617.fastq
ERR1042227 E6.17.1618.fastq
ERR1042228 E6.17.1619.fastq
ERR1042229 E6.17.1620.fastq
ERR1042230 E6.17.1621.fastq
ERR1042231 E6.18.1622.fastq
ERR1042232 E6.18.1623.fastq
ERR1042233 E6.18.1624.fastq
ERR1042234 E6.18.1625.fastq
ERR1042235 E6.18.1626.fastq
ERR1042236 E6.18.1627.fastq
ERR1042237 E6.18.1628.fastq
ERR1042238 E6.18.1629.fastq
ERR1042239 E6.18.1630.fastq
ERR1042240 E6.18.1632.fastq
ERR1042241 E6.18.1633.fastq
ERR1042242 E6.18.1634.fastq
ERR1042243 E6.18.1635.fastq
ERR1042244 E6.18.1636.fastq
ERR1042245 E6.18.1637.fastq
ERR1042246 E6.18.1638.fastq
ERR1042247 E6.18.1639.fastq
ERR1042248 E6.18.1640.fastq
ERR1042249 E6.18.1641.fastq
ERR1042250 E6.18.1642.fastq
ERR1042251 E6.18.1643.fastq
ERR1042252 E6.18.1644.fastq
ERR1042253 E6.18.1645.fastq
ERR1042254 E6.2.104.fastq
ERR1042255 E6.2.105.fastq
ERR1042256 E6.2.107.fastq
ERR1042257 E6.2.108.fastq
ERR1042258 E6.2.109.fastq
ERR1042259 E6.2.114.fastq
ERR1042260 E6.2.115.fastq
ERR1042261 E6.2.116.fastq
ERR1042262 E6.2.117.fastq
ERR1042263 E6.2.118.fastq
ERR1042264 E6.2.119.fastq
ERR1042265 E6.22.1846.fastq
ERR1042266 E6.22.1847.fastq
ERR1042267 E6.22.1848.fastq
ERR1042268 E6.22.1849.fastq
ERR1042269 E6.22.1850.fastq
ERR1042270 E6.22.1851.fastq
ERR1042271 E6.22.1852.fastq
ERR1042272 E6.22.1853.fastq
ERR1042273 E6.22.1854.fastq
ERR1042274 E6.22.1855.fastq
ERR1042275 E6.22.1856.fastq
ERR1042276 E6.22.1857.fastq
ERR1042277 E6.22.1858.fastq
ERR1042278 E6.22.1859.fastq
ERR1042279 E6.22.1860.fastq
ERR1042280 E6.22.1861.fastq
ERR1042281 E6.22.1862.fastq
ERR1042282 E6.22.1863.fastq
ERR1042283 E6.22.1864.fastq
ERR1042284 E6.22.1865.fastq
ERR1042285 E6.22.1866.fastq
ERR1042286 E6.22.1867.fastq
ERR1042287 E6.3.383.fastq
ERR1042288 E6.3.384.fastq
ERR1042289 E6.3.389.fastq
ERR1042290 E6.3.391.fastq
ERR1042291 E6.3.395.fastq
ERR1042292 E6.3.396.fastq
ERR1042293 E6.4.424.fastq
ERR1042294 E6.4.425.fastq
ERR1042295 E6.4.426.fastq
ERR1042296 E6.4.427.fastq
ERR1042297 E6.4.429.fastq
ERR1042298 E6.4.432.fastq
ERR1042299 E6.6.707.fastq
ERR1042300 E6.6.708.fastq
ERR1042301 E6.6.709.fastq
ERR1042302 E6.6.710.fastq
ERR1042303 E6.6.712.fastq
ERR1042304 E6.6.713.fastq
ERR1042305 E6.6.714.fastq
ERR1042306 E6.6.715.fastq
ERR1042307 E6.6.716.fastq
ERR1042308 E6.6.717.fastq
ERR1042309 E6.6.718.fastq
ERR1042310 E6.6.719.fastq
ERR1042311 E6.6.720.fastq
ERR1042312 E6.6.721.fastq
ERR1042313 E6.6.722.fastq
ERR1042314 E6.6.723.fastq
ERR1042315 E6.6.724.fastq
ERR1042316 E6.6.725.fastq
ERR1042317 E6.6.726.fastq
ERR1042318 E6.6.727.fastq
ERR1042319 E6.6.728.fastq
ERR1042320 E6.7.729.fastq
ERR1042321 E6.7.737.fastq
ERR1042322 E6.7.738.fastq
ERR1042323 E6.7.739.fastq
ERR1042324 E6.7.741.fastq
ERR1042325 E6.7.742.fastq
ERR1042326 E6.7.743.fastq
ERR1042327 E6.7.744.fastq
ERR1042328 E6.8.769.fastq
ERR1042329 E6.8.771.fastq
ERR1042330 E6.8.772.fastq
ERR1042331 E6.8.773.fastq
ERR1042332 E6.8.774.fastq
ERR1042333 E6.8.775.fastq
ERR1042334 E6.8.776.fastq
ERR1042335 E6.8.777.fastq
ERR1042336 E6.8.778.fastq
ERR1042337 E6.8.779.fastq
ERR1042338 E6.8.780.fastq
ERR1042339 E6.8.781.fastq
ERR1042340 E6.8.782.fastq
ERR1042341 E6.8.783.fastq
ERR1042342 E6.8.784.fastq
ERR1042343 E6.8.785.fastq
ERR1042344 E6.8.786.fastq
ERR1042345 E6.8.787.fastq
ERR1042346 E6.8.789.fastq
ERR1042347 E6.8.790.fastq
ERR1042348 E6.8.791.fastq
ERR1042349 E6.8.792.fastq
ERR1042350 E6.8.793.fastq
ERR1042351 E6.8.794.fastq
ERR1042352 E6.8.795.fastq
ERR1042353 E6.8.796.fastq
ERR1042354 E6.8.797.fastq
ERR1042355 E6.8.798.fastq
ERR1042356 E6.8.799.fastq
ERR1042357 E6.8.800.fastq
ERR1042358 E6.8.801.fastq
ERR1042359 E6.8.802.fastq
ERR1042360 E6.8.803.fastq
ERR1042361 E6.8.804.fastq
ERR1042362 E6.8.806.fastq
ERR1042363 E6.8.807.fastq
ERR1042364 E6.8.808.fastq
ERR1042365 E6.8.809.fastq
ERR1042366 E6.8.810.fastq
ERR1042367 E6.8.811.fastq
ERR1042368 E6.8.812.fastq
ERR1042369 E6.8.813.fastq
ERR1042370 E6.8.814.fastq
ERR1042371 E6.8.815.fastq
ERR1042372 E6.8.816.fastq
ERR1042373 E6.8.817.fastq
ERR1042374 E6.8.818.fastq
ERR1042375 E6.8.819.fastq
ERR1042376 E6.8.820.fastq
ERR1042377 E6.8.821.fastq
ERR1042378 E6.8.822.fastq
ERR1042379 E6.8.823.fastq
ERR1042380 E6.8.824.fastq
ERR1042381 E6.8.825.fastq
ERR1042382 E6.8.826.fastq
ERR1042383 E6.8.827.fastq
ERR1042384 E6.8.828.fastq
ERR1042385 E6.8.829.fastq
ERR1042386 E6.8.831.fastq
ERR1042387 E6.8.832.fastq
ERR1042388 E6.9.1007.fastq
ERR1042389 E6.9.1008.fastq
ERR1042390 E6.9.1010.fastq
ERR1042391 E6.9.1011.fastq
ERR1042392 E6.9.1012.fastq
ERR1042393 E6.9.1013.fastq
ERR1042394 E6.9.1014.fastq
ERR1042395 E6.9.1015.fastq
ERR1042396 E6.9.1016.fastq
ERR1042397 E6.9.1017.fastq
ERR1042398 E6.9.1018.fastq
ERR1042399 E6.9.1020.fastq
ERR1042400 E6.9.1021.fastq
ERR1042401 E6.9.1022.fastq
ERR1042402 E6.9.1023.fastq
ERR1042403 E6.9.1024.fastq
ERR1042404 E6.9.1025.fastq
ERR1042405 E6.9.1026.fastq
ERR1042406 E7.10.745.fastq
ERR1042407 E7.10.746.fastq
ERR1042408 E7.10.747.fastq
ERR1042409 E7.10.748.fastq
ERR1042410 E7.10.749.fastq
ERR1042411 E7.10.750.fastq
ERR1042412 E7.10.753.fastq
ERR1042413 E7.10.756.fastq
ERR1042414 E7.10.760.fastq
ERR1042415 E7.10.761.fastq
ERR1042416 E7.10.762.fastq
ERR1042417 E7.10.763.fastq
ERR1042418 E7.10.764.fastq
ERR1042419 E7.10.766.fastq
ERR1042420 E7.10.767.fastq
ERR1042421 E7.10.768.fastq
ERR1042422 E7.11.833.fastq
ERR1042423 E7.11.835.fastq
ERR1042424 E7.11.836.fastq
ERR1042425 E7.11.837.fastq
ERR1042426 E7.11.838.fastq
ERR1042427 E7.11.839.fastq
ERR1042428 E7.11.840.fastq
ERR1042429 E7.11.841.fastq
ERR1042430 E7.11.842.fastq
ERR1042431 E7.11.843.fastq
ERR1042432 E7.11.844.fastq
ERR1042433 E7.11.845.fastq
ERR1042434 E7.11.846.fastq
ERR1042435 E7.11.847.fastq
ERR1042436 E7.11.848.fastq
ERR1042437 E7.11.849.fastq
ERR1042438 E7.11.850.fastq
ERR1042439 E7.11.851.fastq
ERR1042440 E7.11.852.fastq
ERR1042441 E7.11.853.fastq
ERR1042442 E7.11.854.fastq
ERR1042443 E7.11.855.fastq
ERR1042444 E7.11.856.fastq
ERR1042445 E7.12.857.fastq
ERR1042446 E7.12.858.fastq
ERR1042447 E7.12.859.fastq
ERR1042448 E7.12.860.fastq
ERR1042449 E7.12.861.fastq
ERR1042450 E7.12.862.fastq
ERR1042451 E7.12.863.fastq
ERR1042452 E7.12.864.fastq
ERR1042453 E7.12.865.fastq
ERR1042454 E7.12.866.fastq
ERR1042455 E7.12.869.fastq
ERR1042456 E7.12.870.fastq
ERR1042457 E7.12.871.fastq
ERR1042458 E7.12.872.fastq
ERR1042459 E7.12.874.fastq
ERR1042460 E7.12.875.fastq
ERR1042461 E7.12.876.fastq
ERR1042462 E7.12.877.fastq
ERR1042463 E7.12.878.fastq
ERR1042464 E7.12.879.fastq
ERR1042465 E7.12.880.fastq
ERR1042466 E7.13.881.fastq
ERR1042467 E7.13.882.fastq
ERR1042468 E7.13.883.fastq
ERR1042469 E7.13.884.fastq
ERR1042470 E7.13.885.fastq
ERR1042471 E7.13.886.fastq
ERR1042472 E7.13.887.fastq
ERR1042473 E7.13.888.fastq
ERR1042474 E7.13.889.fastq
ERR1042475 E7.13.890.fastq
ERR1042476 E7.13.891.fastq
ERR1042477 E7.13.892.fastq
ERR1042478 E7.14.893.fastq
ERR1042479 E7.14.894.fastq
ERR1042480 E7.14.895.fastq
ERR1042481 E7.14.896.fastq
ERR1042482 E7.14.897.fastq
ERR1042483 E7.14.898.fastq
ERR1042484 E7.14.899.fastq
ERR1042485 E7.14.900.fastq
ERR1042486 E7.14.901.fastq
ERR1042487 E7.14.902.fastq
ERR1042488 E7.14.903.fastq
ERR1042489 E7.14.904.fastq
ERR1042490 E7.14.905.fastq
ERR1042491 E7.14.906.fastq
ERR1042492 E7.14.907.fastq
ERR1042493 E7.14.908.fastq
ERR1042494 E7.14.909.fastq
ERR1042495 E7.14.910.fastq
ERR1042496 E7.14.911.fastq
ERR1042497 E7.14.912.fastq
ERR1042498 E7.14.913.fastq
ERR1042499 E7.14.914.fastq
ERR1042500 E7.15.1078.fastq
ERR1042501 E7.15.1079.fastq
ERR1042502 E7.15.1080.fastq
ERR1042503 E7.15.1081.fastq
ERR1042504 E7.15.1082.fastq
ERR1042505 E7.15.1083.fastq
ERR1042506 E7.15.1084.fastq
ERR1042507 E7.15.1085.fastq
ERR1042508 E7.15.1086.fastq
ERR1042509 E7.15.1087.fastq
ERR1042510 E7.15.1088.fastq
ERR1042511 E7.15.1089.fastq
ERR1042512 E7.15.1090.fastq
ERR1042513 E7.15.1091.fastq
ERR1042514 E7.15.1092.fastq
ERR1042515 E7.15.1094.fastq
ERR1042516 E7.15.1096.fastq
ERR1042517 E7.15.1098.fastq
ERR1042518 E7.15.1099.fastq
ERR1042519 E7.15.1100.fastq
ERR1042520 E7.15.1101.fastq
ERR1042521 E7.16.1102.fastq
ERR1042522 E7.16.1103.fastq
ERR1042523 E7.16.1104.fastq
ERR1042524 E7.16.1105.fastq
ERR1042525 E7.16.1106.fastq
ERR1042526 E7.16.1107.fastq
ERR1042527 E7.16.1108.fastq
ERR1042528 E7.16.1109.fastq
ERR1042529 E7.16.1110.fastq
ERR1042530 E7.16.1111.fastq
ERR1042531 E7.16.1112.fastq
ERR1042532 E7.16.1113.fastq
ERR1042533 E7.16.1114.fastq
ERR1042534 E7.16.1115.fastq
ERR1042535 E7.16.1116.fastq
ERR1042536 E7.16.1118.fastq
ERR1042537 E7.16.1119.fastq
ERR1042538 E7.16.1120.fastq
ERR1042539 E7.16.1121.fastq
ERR1042540 E7.16.1122.fastq
ERR1042541 E7.16.1123.fastq
ERR1042542 E7.16.1124.fastq
ERR1042543 E7.16.1125.fastq
ERR1042544 E7.16.1126.fastq
ERR1042545 E7.16.1127.fastq
ERR1042546 E7.16.1128.fastq
ERR1042547 E7.16.1129.fastq
ERR1042548 E7.16.1130.fastq
ERR1042549 E7.16.1131.fastq
ERR1042550 E7.16.1132.fastq
ERR1042551 E7.16.1133.fastq
ERR1042552 E7.16.1134.fastq
ERR1042553 E7.16.1135.fastq
ERR1042554 E7.16.1136.fastq
ERR1042555 E7.16.1138.fastq
ERR1042556 E7.16.1139.fastq
ERR1042557 E7.16.1141.fastq
ERR1042558 E7.16.1142.fastq
ERR1042559 E7.16.1143.fastq
ERR1042560 E7.16.1144.fastq
ERR1042561 E7.16.1146.fastq
ERR1042562 E7.16.1147.fastq
ERR1042563 E7.16.1148.fastq
ERR1042564 E7.16.1149.fastq
ERR1042565 E7.16.1150.fastq
ERR1042566 E7.16.1152.fastq
ERR1042567 E7.16.1153.fastq
ERR1042568 E7.16.1154.fastq
ERR1042569 E7.16.1155.fastq
ERR1042570 E7.16.1156.fastq
ERR1042571 E7.16.1157.fastq
ERR1042572 E7.16.1158.fastq
ERR1042573 E7.16.1159.fastq
ERR1042574 E7.16.1160.fastq
ERR1042575 E7.16.1161.fastq
ERR1042576 E7.16.1162.fastq
ERR1042577 E7.16.1163.fastq
ERR1042578 E7.16.1164.fastq
ERR1042579 E7.16.1165.fastq
ERR1042580 E7.16.1166.fastq
ERR1042581 E7.16.1167.fastq
ERR1042582 E7.16.1168.fastq
ERR1042583 E7.16.1169.fastq
ERR1042584 E7.16.1170.fastq
ERR1042585 E7.17.1301.fastq
ERR1042586 E7.17.1302.fastq
ERR1042587 E7.17.1303.fastq
ERR1042588 E7.17.1304.fastq
ERR1042589 E7.17.1305.fastq
ERR1042590 E7.17.1306.fastq
ERR1042591 E7.17.1307.fastq
ERR1042592 E7.17.1308.fastq
ERR1042593 E7.17.1309.fastq
ERR1042594 E7.17.1310.fastq
ERR1042595 E7.17.1311.fastq
ERR1042596 E7.17.1312.fastq
ERR1042597 E7.17.1313.fastq
ERR1042598 E7.17.1314.fastq
ERR1042599 E7.17.1315.fastq
ERR1042600 E7.17.1316.fastq
ERR1042601 E7.17.1317.fastq
ERR1042602 E7.17.1318.fastq
ERR1042603 E7.17.1320.fastq
ERR1042604 E7.17.1321.fastq
ERR1042605 E7.17.1323.fastq
ERR1042606 E7.17.1324.fastq
ERR1042607 E7.17.1326.fastq
ERR1042608 E7.17.1327.fastq
ERR1042609 E7.17.1328.fastq
ERR1042610 E7.17.1329.fastq
ERR1042611 E7.17.1330.fastq
ERR1042612 E7.17.1331.fastq
ERR1042613 E7.17.1332.fastq
ERR1042614 E7.17.1333.fastq
ERR1042615 E7.17.1334.fastq
ERR1042616 E7.17.1335.fastq
ERR1042617 E7.17.1336.fastq
ERR1042618 E7.17.1337.fastq
ERR1042619 E7.17.1338.fastq
ERR1042620 E7.17.1339.fastq
ERR1042621 E7.17.1340.fastq
ERR1042622 E7.17.1341.fastq
ERR1042623 E7.17.1342.fastq
ERR1042624 E7.17.1343.fastq
ERR1042625 E7.17.1344.fastq
ERR1042626 E7.17.1345.fastq
ERR1042627 E7.17.1346.fastq
ERR1042628 E7.17.1347.fastq
ERR1042629 E7.17.1348.fastq
ERR1042630 E7.17.1349.fastq
ERR1042631 E7.17.1350.fastq
ERR1042632 E7.17.1351.fastq
ERR1042633 E7.17.1352.fastq
ERR1042634 E7.17.1353.fastq
ERR1042635 E7.19.1538.fastq
ERR1042636 E7.19.1539.fastq
ERR1042637 E7.19.1542.fastq
ERR1042638 E7.19.1543.fastq
ERR1042639 E7.19.1544.fastq
ERR1042640 E7.19.1545.fastq
ERR1042641 E7.19.1546.fastq
ERR1042642 E7.19.1547.fastq
ERR1042643 E7.19.1548.fastq
ERR1042644 E7.19.1549.fastq
ERR1042645 E7.19.1550.fastq
ERR1042646 E7.19.1551.fastq
ERR1042647 E7.19.1552.fastq
ERR1042648 E7.19.1553.fastq
ERR1042649 E7.19.1554.fastq
ERR1042650 E7.19.1556.fastq
ERR1042651 E7.19.1564.fastq
ERR1042652 E7.19.1565.fastq
ERR1042653 E7.19.1566.fastq
ERR1042654 E7.19.1567.fastq
ERR1042655 E7.19.1568.fastq
ERR1042656 E7.19.1569.fastq
ERR1042657 E7.2.138.fastq
ERR1042658 E7.2.139.fastq
ERR1042659 E7.2.141.fastq
ERR1042660 E7.2.142.fastq
ERR1042661 E7.2.144.fastq
ERR1042662 E7.2.145.fastq
ERR1042663 E7.2.146.fastq
ERR1042664 E7.2.147.fastq
ERR1042665 E7.2.148.fastq
ERR1042666 E7.2.149.fastq
ERR1042667 E7.2.150.fastq
ERR1042668 E7.2.151.fastq
ERR1042669 E7.2.152.fastq
ERR1042670 E7.2.153.fastq
ERR1042671 E7.2.154.fastq
ERR1042672 E7.2.155.fastq
ERR1042673 E7.2.156.fastq
ERR1042674 E7.2.157.fastq
ERR1042675 E7.2.158.fastq
ERR1042676 E7.2.159.fastq
ERR1042677 E7.2.160.fastq
ERR1042678 E7.2.161.fastq
ERR1042679 E7.2.162.fastq
ERR1042680 E7.2.163.fastq
ERR1042681 E7.2.164.fastq
ERR1042682 E7.2.165.fastq
ERR1042683 E7.2.166.fastq
ERR1042684 E7.3.167.fastq
ERR1042685 E7.3.168.fastq
ERR1042686 E7.3.170.fastq
ERR1042687 E7.3.171.fastq
ERR1042688 E7.3.172.fastq
ERR1042689 E7.3.173.fastq
ERR1042690 E7.3.174.fastq
ERR1042691 E7.3.175.fastq
ERR1042692 E7.3.176.fastq
ERR1042693 E7.3.177.fastq
ERR1042694 E7.3.178.fastq
ERR1042695 E7.3.179.fastq
ERR1042696 E7.3.181.fastq
ERR1042697 E7.3.182.fastq
ERR1042698 E7.3.183.fastq
ERR1042699 E7.3.184.fastq
ERR1042700 E7.3.185.fastq
ERR1042701 E7.3.186.fastq
ERR1042702 E7.3.187.fastq
ERR1042703 E7.3.188.fastq
ERR1042704 E7.3.189.fastq
ERR1042705 E7.3.190.fastq
ERR1042706 E7.4.191.fastq
ERR1042707 E7.4.192.fastq
ERR1042708 E7.4.193.1.fastq
ERR1042709 E7.4.193.2.fastq
ERR1042710 E7.4.194.fastq
ERR1042711 E7.4.195.fastq
ERR1042712 E7.4.196.fastq
ERR1042713 E7.4.197.fastq
ERR1042714 E7.4.198.fastq
ERR1042715 E7.4.200.fastq
ERR1042716 E7.4.202.fastq
ERR1042717 E7.4.203.fastq
ERR1042718 E7.4.204.fastq
ERR1042719 E7.4.205.fastq
ERR1042720 E7.4.206.fastq
ERR1042721 E7.4.207.fastq
ERR1042722 E7.4.208.fastq
ERR1042723 E7.4.209.fastq
ERR1042724 E7.4.210.fastq
ERR1042725 E7.4.211.fastq
ERR1042726 E7.4.212.fastq
ERR1042727 E7.4.213.fastq
ERR1042728 E7.4.214.fastq
ERR1042729 E7.4.216.fastq
ERR1042730 E7.4.217.fastq
ERR1042731 E7.4.218.fastq
ERR1042732 E7.4.219.fastq
ERR1042733 E7.4.220.fastq
ERR1042734 E7.4.221.fastq
ERR1042735 E7.4.222.fastq
ERR1042736 E7.4.223.fastq
ERR1042737 E7.4.224.fastq
ERR1042738 E7.4.225.fastq
ERR1042739 E7.4.226.fastq
ERR1042740 E7.4.227.fastq
ERR1042741 E7.4.228.fastq
ERR1042742 E7.4.229.fastq
ERR1042743 E7.4.230.fastq
ERR1042744 E7.5.231.fastq
ERR1042745 E7.5.232.fastq
ERR1042746 E7.5.233.fastq
ERR1042747 E7.5.235.fastq
ERR1042748 E7.5.237.fastq
ERR1042749 E7.5.240.fastq
ERR1042750 E7.5.241.fastq
ERR1042751 E7.5.243.fastq
ERR1042752 E7.5.245.fastq
ERR1042753 E7.5.246.fastq
ERR1042754 E7.6.247.fastq
ERR1042755 E7.6.248.fastq
ERR1042756 E7.6.249.fastq
ERR1042757 E7.6.250.fastq
ERR1042758 E7.6.251.fastq
ERR1042759 E7.6.252.fastq
ERR1042760 E7.6.253.fastq
ERR1042761 E7.6.254.fastq
ERR1042762 E7.6.255.fastq
ERR1042763 E7.6.256.fastq
ERR1042764 E7.6.257.fastq
ERR1042765 E7.6.258.fastq
ERR1042766 E7.6.259.fastq
ERR1042767 E7.6.260.fastq
ERR1042768 E7.6.261.fastq
ERR1042769 E7.6.262.fastq
ERR1042770 E7.6.263.fastq
ERR1042771 E7.6.264.fastq
ERR1042772 E7.6.265.fastq
ERR1042773 E7.6.266.fastq
ERR1042774 E7.6.267.fastq
ERR1042775 E7.6.273.fastq
ERR1042776 E7.6.274.fastq
ERR1042777 E7.6.275.fastq
ERR1042778 E7.6.276.fastq
ERR1042779 E7.6.278.fastq
ERR1042780 E7.6.279.fastq
ERR1042781 E7.7.280.fastq
ERR1042782 E7.7.281.fastq
ERR1042783 E7.7.282.fastq
ERR1042784 E7.7.283.fastq
ERR1042785 E7.7.284.fastq
ERR1042786 E7.7.285.fastq
ERR1042787 E7.7.286.fastq
ERR1042788 E7.7.291.fastq
ERR1042789 E7.7.292.fastq
ERR1042790 E7.7.293.fastq
ERR1042791 E7.7.294.fastq
ERR1042792 E7.7.298.fastq
ERR1042793 E7.7.299.fastq
ERR1042794 E7.7.300.fastq
ERR1042795 E7.7.301.fastq
ERR1042796 E7.7.302.fastq
ERR1042797 E7.7.303.fastq
ERR1042798 E7.7.307.fastq
ERR1042799 E7.7.308.fastq
ERR1042800 E7.7.309.fastq
ERR1042801 E7.7.310.fastq
ERR1042802 E7.8.311.fastq
ERR1042803 E7.8.312.fastq
ERR1042804 E7.8.313.fastq
ERR1042805 E7.8.314.fastq
ERR1042806 E7.8.315.fastq
ERR1042807 E7.8.316.fastq
ERR1042808 E7.8.317.fastq
ERR1042809 E7.8.318.fastq
ERR1042810 E7.8.319.fastq
ERR1042811 E7.8.320.fastq
ERR1042812 E7.8.321.fastq
ERR1042813 E7.8.322.fastq
ERR1042814 E7.8.323.fastq
ERR1042815 E7.8.324.fastq
ERR1042816 E7.8.325.fastq
ERR1042817 E7.8.327.fastq
ERR1042818 E7.8.328.fastq
ERR1042819 E7.8.329.fastq
ERR1042820 E7.8.330.fastq
ERR1042821 E7.8.331.fastq
ERR1042822 E7.8.333.fastq
ERR1042823 E7.8.335.fastq
ERR1042824 E7.8.339.fastq
ERR1042825 E7.8.340.fastq
ERR1042826 E7.8.341.fastq
ERR1042827 E7.8.342.fastq
ERR1042828 E7.8.343.fastq
ERR1042829 E7.8.344.fastq
ERR1042830 E7.8.347.fastq
ERR1042831 E7.8.348.fastq
ERR1042832 E7.8.350.fastq
ERR1042833 E7.9.531.fastq
ERR1042834 E7.9.532.fastq
ERR1042835 E7.9.534.fastq
ERR1042836 E7.9.535.fastq
ERR1042837 E7.9.536.fastq
ERR1042838 E7.9.537.fastq
ERR1042839 E7.9.538.fastq
ERR1042840 E7.9.539.fastq
ERR1042841 E7.9.540.fastq
ERR1042842 E7.9.541.fastq
ERR1042843 E7.9.542.fastq
ERR1042844 E7.9.543.fastq
ERR1042845 E7.9.544.fastq
ERR1042846 E7.9.545.fastq
ERR1042847 E7.9.546.fastq
ERR1042848 E7.9.547.fastq
ERR1042849 E7.9.548.fastq
ERR1042850 E7.9.549.fastq
ERR1042851 E7.9.550.fastq
ERR1042852 E7.9.551.fastq
ERR1042853 E7.9.554.fastq
ERR1042854 E7.9.555.fastq
ERR1042855 E7.9.556.fastq
ERR1042856 E7.9.557.fastq
ERR1042857 E7.9.558.fastq
ERR1042858 E7.9.559.fastq
ERR1042859 E7.9.560.fastq
ERR1042860 E7.9.561.fastq
ERR1042861 E7.9.562.fastq
ERR1042862 E7.9.563.fastq
ERR1042863 E7.9.564.fastq
ERR1042864 E7.9.565.fastq
ERR1042865 E7.9.567.fastq
ERR1042866 E7.9.568.fastq
ERR1042867 E7.9.569.fastq
ERR1042868 E7.9.570.fastq
ERR1042869 E7.9.571.fastq
ERR1042870 E7.9.573.fastq
ERR1042871 E7.9.574.fastq
ERR1307208 E3.45.3374.fastq
ERR1307209 E3.45.3375.fastq
ERR1307210 E3.45.3376.fastq
ERR1307211 E3.45.3377.fastq
ERR1307212 E3.45.3378.fastq
ERR1307213 E3.45.3379.fastq
ERR1307214 E3.45.3380.fastq
ERR1307215 E3.45.3381.fastq
ERR1307216 E3.46.3382.fastq
ERR1307217 E3.46.3383.fastq
ERR1307218 E3.46.3384.fastq
ERR1307219 E3.46.3385.fastq
ERR1307220 E3.46.3386.fastq
ERR1307221 E3.46.3387.fastq
ERR1307222 E3.46.3388.fastq
ERR1307223 E3.47.3389.fastq
ERR1307224 E3.47.3390.fastq
ERR1307225 E3.47.3391.fastq
ERR1307226 E3.47.3392.fastq
ERR1307227 E3.47.3393.fastq
ERR1307228 E3.47.3394.fastq
ERR1307229 E3.47.3395.fastq
ERR1307230 E3.48.3396.fastq
