id	re	Plasmid_library
gRNA_4130	RE88	819.8999999999999
gRNA_6621	RE128	614.6747252747251
gRNA_3570	RE78	1203.3208791208788
gRNA_1342	RE36	776.8527472527471
gRNA_6149	RE123	669.7351648351647
gRNA_2131	RE52	1534.684615384615
gRNA_4855	RE105	1000.097802197802
gRNA_5938	RE120	807.886813186813
gRNA_837	RE22	500.54945054945046
BRDN0000737471	NT	1290.4164835164831
gRNA_856	RE22	782.8593406593404
gRNA_5879	RE120	1142.2538461538459
gRNA_1671	RE43	1250.3725274725273
gRNA_5810	RE119	1367.5010989010987
gRNA_4	RE1	369.4054945054944
gRNA_780	RE22	735.8076923076922
gRNA_7009	RE138	424.465934065934
gRNA_3474	RE76	991.0879120879118
gRNA_2108	RE52	986.0824175824174
gRNA_2530	RE57	803.8824175824174
gRNA_6374	RE127	875.9615384615382
gRNA_1154	RE30	457.5021978021977
gRNA_1093	RE30	1211.32967032967
gRNA_2393	RE57	319.35054945054935
gRNA_4125	RE88	473.5197802197801
gRNA_6687	RE130	944.0362637362635
gRNA_572	RE20	754.8285714285713
gRNA_4000	RE85	1105.2131868131867
gRNA_986	RE26	610.6703296703296
gRNA_6613	RE128	718.7890109890109
gRNA_1621	RE42	974.0692307692306
gRNA_4915	RE105	1109.2175824175822
gRNA_5000	RE106	681.7483516483514
gRNA_2521	RE57	815.8956043956042
gRNA_3800	RE83	1118.2274725274722
BRDN0000738231	NT	1137.2483516483514
gRNA_976	RE26	396.43516483516476
gRNA_4243	RE90	529.5813186813185
gRNA_3329	RE72	1239.3604395604393
gRNA_5440	RE112	534.5868131868131
gRNA_3083	RE67	837.91978021978
gRNA_4894	RE105	774.8505494505492
gRNA_249	RE12	1032.1329670329667
gRNA_700	RE22	1509.6571428571426
gRNA_4436	RE93	1216.3351648351645
gRNA_2907	RE64	889.9769230769228
gRNA_2952	RE65	914.0032967032965
gRNA_5486	RE112	745.8186813186811
gRNA_2984	RE65	1476.6208791208787
gRNA_3317	RE71	933.0241758241756
gRNA_4116	RE87	967.0615384615382
gRNA_4057	RE87	561.6164835164834
gRNA_877	RE23	467.51318681318673
gRNA_28	RE4	287.3153846153846
gRNA_162	RE8	1240.3615384615382
gRNA_2337	RE55	1036.1373626373625
gRNA_1740	RE45	972.0670329670328
gRNA_5854	RE120	580.6373626373625
gRNA_4122	RE87	1257.3802197802195
gRNA_5779	RE117	757.831868131868
gRNA_6953	RE137	874.9604395604393
gRNA_6151	RE123	359.39450549450544
gRNA_5007	RE106	1421.5604395604391
gRNA_4901	RE105	1034.1351648351647
gRNA_4755	RE103	552.6065934065933
gRNA_818	RE22	865.9505494505493
gRNA_180	RE8	1331.461538461538
gRNA_6512	RE127	380.4175824175823
gRNA_6900	RE135	693.7615384615383
gRNA_4494	RE96	1263.386813186813
BRDN0000737826	NT	585.642857142857
gRNA_2500	RE57	393.43186813186804
gRNA_1001	RE27	1014.1131868131865
gRNA_5873	RE120	847.930769230769
gRNA_4502	RE96	635.697802197802
gRNA_787	RE22	1136.2472527472526
gRNA_2079	RE51	975.0703296703294
gRNA_3047	RE66	531.5835164835164
gRNA_82	RE5	1025.1252747252745
gRNA_6597	RE128	392.43076923076916
gRNA_156	RE7	935.0263736263735
gRNA_1460	RE38	559.6142857142856
gRNA_2905	RE64	811.8912087912086
gRNA_4398	RE93	857.9417582417581
gRNA_2110	RE52	1637.7978021978017
gRNA_1298	RE35	449.4934065934065
gRNA_2309	RE55	727.798901098901
gRNA_2227	RE54	946.0384615384613
BRDN0000738215	NT	1333.4637362637359
BRDN0000737719	NT	235.2582417582417
gRNA_6420	RE127	315.34615384615375
BRDN0000737892	NT	425.4670329670329
gRNA_2799	RE61	996.0934065934064
gRNA_957	RE25	706.775824175824
gRNA_6810	RE133	538.5912087912087
gRNA_963	RE26	1133.2439560439557
gRNA_538	RE18	855.9395604395603
gRNA_2959	RE65	740.8131868131867
gRNA_454	RE17	816.8967032967031
gRNA_4705	RE101	1278.4032967032965
BRDN0000737941	NT	837.91978021978
gRNA_4192	RE88	295.32417582417577
gRNA_4087	RE87	730.8021978021976
gRNA_367	RE15	532.5846153846153
gRNA_1774	RE46	288.31648351648346
gRNA_289	RE13	367.40329670329663
gRNA_2966	RE65	398.4373626373625
gRNA_1441	RE38	1053.1560439560437
gRNA_4161	RE88	1103.2109890109887
gRNA_3606	RE79	987.0835164835163
gRNA_2822	RE62	560.6153846153845
gRNA_6162	RE123	1086.1923076923074
gRNA_4325	RE91	279.3065934065933
gRNA_130	RE7	1402.53956043956
gRNA_1657	RE43	1114.2230769230766
gRNA_5596	RE113	640.7032967032966
gRNA_95	RE6	814.8945054945053
gRNA_2291	RE55	1017.1164835164833
gRNA_4498	RE96	1050.152747252747
gRNA_4927	RE105	427.46923076923065
gRNA_4103	RE87	804.8835164835162
gRNA_760	RE22	875.9615384615382
gRNA_1070	RE30	799.8780219780218
gRNA_1709	RE45	1224.3439560439558
BRDN0000737452	NT	479.5263736263735
gRNA_6442	RE127	665.730769230769
gRNA_4428	RE93	978.0736263736261
gRNA_4712	RE101	811.8912087912086
gRNA_672	RE22	1508.6560439560435
gRNA_1013	RE29	306.3362637362637
gRNA_6711	RE130	1177.2923076923075
gRNA_3832	RE84	784.8615384615383
gRNA_2539	RE57	513.5637362637361
gRNA_2287	RE55	956.0494505494503
gRNA_4269	RE90	539.5923076923076
gRNA_826	RE22	1051.153846153846
gRNA_5771	RE117	1589.7450549450546
gRNA_1632	RE43	921.0109890109889
gRNA_2700	RE61	900.9890109890108
gRNA_4577	RE97	740.8131868131867
gRNA_3646	RE79	772.8483516483515
gRNA_1421	RE38	634.6967032967032
gRNA_4839	RE105	995.0923076923075
gRNA_1875	RE48	890.9780219780217
gRNA_581	RE20	999.096703296703
gRNA_3014	RE65	755.8296703296702
gRNA_5368	RE111	1222.341758241758
gRNA_2343	RE55	329.3615384615384
gRNA_4744	RE102	664.7296703296702
gRNA_30	RE4	319.35054945054935
BRDN0000738005	NT	1064.1681318681317
gRNA_5688	RE114	790.8681318681317
gRNA_4409	RE93	851.9351648351646
gRNA_931	RE25	1268.3923076923074
gRNA_5743	RE116	1119.2285714285713
BRDN0000737401	NT	991.0879120879118
gRNA_2072	RE51	1200.3175824175821
gRNA_2652	RE60	1183.2989010989008
gRNA_1157	RE30	480.5274725274724
gRNA_106	RE7	693.7615384615383
gRNA_3817	RE83	1054.1571428571426
gRNA_2295	RE55	877.9637362637361
gRNA_4646	RE99	657.7219780219779
gRNA_2265	RE55	964.0582417582416
gRNA_2513	RE57	311.34175824175816
gRNA_3898	RE84	1213.3318681318679
gRNA_6260	RE126	805.8846153846152
gRNA_20	RE3	784.8615384615383
gRNA_5930	RE120	1624.7835164835162
gRNA_1454	RE38	464.50989010989
gRNA_4305	RE90	377.41428571428565
gRNA_1916	RE49	442.4857142857142
BRDN0000738149	NT	1178.2934065934064
gRNA_5845	RE119	887.9747252747251
gRNA_2507	RE57	951.0439560439559
gRNA_3378	RE73	992.0890109890107
gRNA_1328	RE35	840.9230769230767
gRNA_5210	RE110	933.0241758241756
gRNA_4669	RE99	782.8593406593404
gRNA_2533	RE57	428.4703296703296
gRNA_2141	RE52	759.8340659340657
gRNA_91	RE6	1209.3274725274723
gRNA_6502	RE127	590.6483516483515
gRNA_5914	RE120	701.7703296703295
gRNA_3302	RE71	1141.252747252747
gRNA_3088	RE67	318.34945054945047
gRNA_2580	RE58	304.33406593406585
gRNA_4604	RE98	554.6087912087911
gRNA_3938	RE85	931.0219780219778
gRNA_601	RE20	983.0791208791206
gRNA_5217	RE110	1142.2538461538459
gRNA_6002	RE121	980.075824175824
gRNA_1212	RE31	897.985714285714
gRNA_1351	RE36	1054.1571428571426
gRNA_2109	RE52	1431.5714285714282
gRNA_3084	RE67	1206.3241758241757
gRNA_5723	RE116	249.2736263736263
gRNA_1543	RE40	835.9175824175823
gRNA_2235	RE55	1318.4472527472524
gRNA_732	RE22	1165.2791208791207
gRNA_2773	RE61	634.6967032967032
gRNA_4555	RE97	930.0208791208789
gRNA_5201	RE110	448.4923076923076
gRNA_5674	RE114	1358.4912087912085
BRDN0000737712	NT	992.0890109890107
gRNA_2924	RE64	377.41428571428565
gRNA_1562	RE41	653.7175824175823
gRNA_4762	RE103	392.43076923076916
gRNA_2535	RE57	1205.3230769230765
gRNA_4920	RE105	1125.2351648351646
gRNA_5098	RE108	972.0670329670328
BRDN0000737565	NT	1014.1131868131865
gRNA_6178	RE123	1208.3263736263734
gRNA_1607	RE42	558.6131868131866
gRNA_1402	RE37	398.4373626373625
BRDN0000737945	NT	952.0450549450547
gRNA_389	RE15	531.5835164835164
gRNA_5504	RE112	1329.4593406593403
gRNA_242	RE11	926.0164835164833
gRNA_689	RE22	730.8021978021976
gRNA_6131	RE123	961.0549450549448
gRNA_2420	RE57	1340.4714285714283
gRNA_3629	RE79	643.7065934065932
gRNA_1708	RE45	414.454945054945
gRNA_6982	RE137	919.008791208791
gRNA_3141	RE68	1222.341758241758
BRDN0000737556	NT	862.9472527472526
gRNA_6249	RE125	762.8373626373625
gRNA_6511	RE127	412.45274725274714
gRNA_4426	RE93	499.5483516483515
gRNA_3517	RE76	886.9736263736262
gRNA_2519	RE57	838.9208791208789
gRNA_6142	RE123	293.32197802197794
gRNA_1537	RE40	704.7736263736263
gRNA_938	RE25	1042.1439560439558
gRNA_2891	RE64	664.7296703296702
gRNA_2380	RE57	424.465934065934
gRNA_621	RE21	377.41428571428565
gRNA_6618	RE128	368.4043956043955
gRNA_6415	RE127	1000.097802197802
gRNA_6859	RE134	893.9813186813185
gRNA_505	RE18	1150.2626373626372
gRNA_1655	RE43	965.0593406593405
gRNA_5190	RE110	1113.2219780219777
gRNA_1906	RE48	826.9076923076922
gRNA_5271	RE111	798.8769230769229
gRNA_1312	RE35	629.6912087912086
gRNA_1745	RE45	1080.185714285714
gRNA_57	RE4	1175.2901098901095
gRNA_6961	RE137	1146.2582417582414
gRNA_5218	RE110	407.44725274725266
gRNA_4427	RE93	330.3626373626373
gRNA_3768	RE82	994.0912087912086
gRNA_43	RE4	872.9582417582416
gRNA_977	RE26	1008.1065934065932
BRDN0000738071	NT	512.5626373626372
gRNA_3548	RE77	1323.452747252747
gRNA_4394	RE93	744.8175824175822
gRNA_294	RE13	1058.1615384615382
gRNA_2375	RE56	1062.165934065934
gRNA_1420	RE38	1079.1846153846152
gRNA_4965	RE106	755.8296703296702
gRNA_3479	RE76	272.298901098901
gRNA_5550	RE112	712.7824175824175
gRNA_2163	RE53	856.9406593406592
gRNA_4542	RE97	518.5692307692307
gRNA_4146	RE88	760.8351648351646
gRNA_620	RE21	438.48131868131856
gRNA_6909	RE136	597.6560439560438
gRNA_301	RE13	933.0241758241756
gRNA_1698	RE44	418.45934065934057
gRNA_4496	RE96	1034.1351648351647
gRNA_1135	RE30	1084.1901098901096
gRNA_5204	RE110	1126.2362637362635
gRNA_5295	RE111	1407.5450549450545
gRNA_1063	RE30	1175.2901098901095
gRNA_5048	RE107	518.5692307692307
gRNA_1400	RE37	966.0604395604394
gRNA_461	RE17	430.47252747252736
gRNA_2285	RE55	745.8186813186811
gRNA_756	RE22	1037.1384615384613
gRNA_4237	RE90	700.7692307692306
gRNA_4184	RE88	932.0230769230767
gRNA_3720	RE81	422.46373626373617
gRNA_1505	RE39	595.6538461538461
gRNA_3011	RE65	810.8901098901097
gRNA_918	RE24	907.9967032967031
gRNA_6306	RE126	710.7802197802196
gRNA_5442	RE112	771.8472527472526
gRNA_3732	RE81	834.9164835164834
gRNA_4213	RE89	1078.1835164835163
gRNA_5251	RE111	1214.3329670329667
gRNA_2750	RE61	466.5120879120878
gRNA_3019	RE65	1065.1692307692306
gRNA_2028	RE50	972.0670329670328
gRNA_5519	RE112	451.4956043956043
gRNA_2495	RE57	694.7626373626372
gRNA_3063	RE66	1212.330769230769
gRNA_3749	RE81	792.8703296703295
BRDN0000737803	NT	1220.3395604395603
gRNA_3198	RE68	465.5109890109889
gRNA_2449	RE57	1213.3318681318679
gRNA_1136	RE30	739.8120879120877
gRNA_4132	RE88	869.9549450549449
gRNA_6751	RE130	500.54945054945046
gRNA_4612	RE98	1237.3582417582415
gRNA_3371	RE73	1070.174725274725
gRNA_4995	RE106	775.8516483516481
gRNA_97	RE7	782.8593406593404
gRNA_6257	RE126	937.0285714285712
gRNA_3422	RE74	1055.1582417582415
gRNA_1971	RE49	579.6362637362636
gRNA_3841	RE84	438.48131868131856
gRNA_5168	RE110	838.9208791208789
gRNA_5904	RE120	1149.2615384615383
gRNA_4287	RE90	314.34505494505487
gRNA_6513	RE127	238.2615384615384
gRNA_3182	RE68	396.43516483516476
gRNA_4392	RE93	889.9769230769228
gRNA_6356	RE127	892.9802197802196
gRNA_4683	RE100	945.0373626373624
gRNA_2468	RE57	1264.387912087912
gRNA_6037	RE122	923.0131868131866
gRNA_3409	RE74	1014.1131868131865
gRNA_2229	RE54	424.465934065934
gRNA_5023	RE107	861.9461538461536
gRNA_1098	RE30	1298.4252747252744
gRNA_408	RE15	1045.1472527472524
gRNA_3288	RE71	368.4043956043955
gRNA_729	RE22	637.6999999999998
gRNA_1238	RE32	932.0230769230767
gRNA_2488	RE57	505.55494505494494
gRNA_6566	RE127	604.6637362637362
gRNA_1913	RE49	716.786813186813
gRNA_6126	RE123	874.9604395604393
gRNA_4798	RE105	439.4824175824175
gRNA_4171	RE88	549.6032967032966
gRNA_2249	RE55	672.7384615384614
gRNA_5250	RE111	1167.2813186813185
gRNA_6258	RE126	818.8989010989009
gRNA_2092	RE52	1196.3131868131866
gRNA_450	RE17	698.7670329670328
gRNA_5971	RE121	1438.5791208791206
gRNA_6421	RE127	680.7472527472526
gRNA_2925	RE64	344.3780219780219
gRNA_6271	RE126	539.5923076923076
gRNA_3158	RE68	752.8263736263734
gRNA_5489	RE112	436.4791208791208
gRNA_1915	RE49	1088.1945054945052
gRNA_2568	RE58	1558.7109890109887
gRNA_6283	RE126	826.9076923076922
BRDN0000738111	NT	1273.3978021978019
gRNA_706	RE22	569.6252747252746
gRNA_6470	RE127	520.5714285714284
gRNA_2728	RE61	1009.1076923076921
gRNA_2360	RE56	464.50989010989
gRNA_4768	RE103	365.4010989010988
BRDN0000738108	NT	513.5637362637361
gRNA_3802	RE83	1158.2714285714283
gRNA_2765	RE61	1197.3142857142855
gRNA_6216	RE125	1122.231868131868
gRNA_1491	RE39	460.5054945054944
gRNA_5152	RE109	479.5263736263735
BRDN0000737482	NT	1148.2604395604394
gRNA_6217	RE125	1350.4824175824174
gRNA_2002	RE50	462.5076923076922
gRNA_2250	RE55	1041.1428571428569
gRNA_6946	RE137	803.8824175824174
gRNA_3520	RE76	1171.285714285714
gRNA_5414	RE112	960.0538461538459
gRNA_2864	RE63	1040.141758241758
gRNA_3017	RE65	1116.2252747252744
gRNA_7015	RE138	413.4538461538461
gRNA_1520	RE40	1349.4813186813183
gRNA_1787	RE46	459.5043956043955
gRNA_1310	RE35	1182.297802197802
gRNA_1975	RE49	1071.175824175824
gRNA_5474	RE112	979.0747252747251
BRDN0000738358	NT	1040.141758241758
gRNA_3473	RE76	634.6967032967032
gRNA_2093	RE52	1351.4835164835163
gRNA_3312	RE71	454.498901098901
gRNA_201	RE8	857.9417582417581
gRNA_749	RE22	973.0681318681317
gRNA_6527	RE127	745.8186813186811
gRNA_3085	RE67	833.9153846153845
gRNA_3626	RE79	983.0791208791206
gRNA_5235	RE110	1116.2252747252744
gRNA_5202	RE110	849.9329670329669
gRNA_4352	RE93	780.8571428571427
BRDN0000738140	NT	579.6362637362636
gRNA_4405	RE93	679.7461538461537
gRNA_3997	RE85	772.8483516483515
gRNA_867	RE23	1192.308791208791
gRNA_5039	RE107	457.5021978021977
gRNA_2638	RE60	1147.2593406593403
gRNA_722	RE22	783.8604395604394
gRNA_5762	RE116	1070.174725274725
gRNA_6970	RE137	498.5472527472526
gRNA_4320	RE90	1073.1780219780217
gRNA_2659	RE60	761.8362637362636
gRNA_3224	RE70	1046.1483516483513
gRNA_457	RE17	1203.3208791208788
gRNA_3142	RE68	992.0890109890107
gRNA_2444	RE57	1128.2384615384613
gRNA_4207	RE89	566.6219780219778
gRNA_2294	RE55	846.9296703296701
gRNA_4733	RE102	736.808791208791
gRNA_2140	RE52	998.0956043956041
gRNA_2340	RE55	1249.3714285714284
gRNA_4637	RE99	1040.141758241758
gRNA_5349	RE111	871.9571428571427
gRNA_5546	RE112	1296.4230769230767
gRNA_5720	RE116	295.32417582417577
gRNA_3786	RE82	507.55714285714276
gRNA_5578	RE113	622.6835164835163
gRNA_1764	RE46	652.7164835164833
gRNA_3683	RE80	419.46043956043945
gRNA_614	RE21	746.81978021978
gRNA_4250	RE90	392.43076923076916
gRNA_4648	RE99	589.6472527472527
gRNA_1654	RE43	766.841758241758
gRNA_6854	RE134	503.55274725274717
gRNA_5151	RE109	642.7054945054944
gRNA_1248	RE32	845.9285714285712
gRNA_1335	RE36	240.2637362637362
gRNA_4660	RE99	1104.2120879120876
gRNA_217	RE9	1105.2131868131867
gRNA_3279	RE71	560.6153846153845
gRNA_1981	RE49	1066.1703296703295
gRNA_2391	RE57	1177.2923076923075
gRNA_2650	RE60	426.46813186813176
gRNA_2323	RE55	942.0340659340657
gRNA_1547	RE40	1190.306593406593
gRNA_6361	RE127	334.3670329670329
gRNA_6063	RE122	883.9703296703294
gRNA_3534	RE77	923.0131868131866
gRNA_199	RE8	435.4780219780219
gRNA_3590	RE78	629.6912087912086
gRNA_4288	RE90	1481.6263736263734
gRNA_2350	RE56	914.0032967032965
gRNA_4455	RE94	1120.2296703296702
gRNA_369	RE15	432.4747252747252
gRNA_835	RE22	717.7879120879119
gRNA_5162	RE110	979.0747252747251
gRNA_2883	RE64	766.841758241758
gRNA_971	RE26	654.7186813186812
gRNA_4114	RE87	822.9032967032965
gRNA_4527	RE96	1061.1648351648348
gRNA_6694	RE130	700.7692307692306
gRNA_4360	RE93	430.47252747252736
gRNA_2946	RE64	907.9967032967031
gRNA_1333	RE36	1310.4384615384613
gRNA_3967	RE85	150.16483516483513
gRNA_2014	RE50	965.0593406593405
gRNA_4980	RE106	927.0175824175822
gRNA_3933	RE85	671.7373626373625
gRNA_3542	RE77	971.0659340659339
gRNA_3602	RE79	966.0604395604394
gRNA_1902	RE48	563.6186813186812
gRNA_3785	RE82	1235.3560439560438
gRNA_4447	RE94	411.45164835164826
gRNA_1148	RE30	549.6032967032966
gRNA_4699	RE101	737.8098901098899
gRNA_2081	RE51	1082.1879120879119
gRNA_5761	RE116	1104.2120879120876
gRNA_5094	RE108	875.9615384615382
gRNA_3362	RE73	255.2802197802197
gRNA_2275	RE55	736.808791208791
gRNA_6897	RE135	448.4923076923076
BRDN0000738008	NT	746.81978021978
gRNA_3605	RE79	1238.3593406593404
gRNA_2664	RE60	612.6725274725273
gRNA_4097	RE87	1547.6989010989007
gRNA_1756	RE45	923.0131868131866
gRNA_2257	RE55	373.40989010989
gRNA_3037	RE66	312.3428571428571
gRNA_1485	RE39	992.0890109890107
gRNA_6660	RE129	912.0010989010987
gRNA_5309	RE111	307.33736263736256
gRNA_3421	RE74	469.5153846153845
gRNA_486	RE17	1303.4307692307689
gRNA_6662	RE129	1009.1076923076921
BRDN0000738225	NT	497.54615384615374
gRNA_5093	RE108	974.0692307692306
gRNA_1075	RE30	710.7802197802196
gRNA_5667	RE114	504.55384615384605
gRNA_4294	RE90	391.4296703296702
gRNA_1989	RE49	1091.197802197802
gRNA_3452	RE76	844.9274725274723
gRNA_6509	RE127	310.3406593406593
gRNA_1305	RE35	1067.1714285714284
gRNA_1715	RE45	824.9054945054943
gRNA_603	RE20	1306.4340659340655
gRNA_3571	RE78	1036.1373626373625
gRNA_1630	RE43	1057.1604395604393
gRNA_2270	RE55	826.9076923076922
gRNA_589	RE20	475.52197802197793
gRNA_5897	RE120	487.5351648351647
gRNA_4956	RE106	789.8670329670327
gRNA_5069	RE107	694.7626373626372
gRNA_3430	RE74	1127.2373626373624
gRNA_3945	RE85	932.0230769230767
gRNA_4013	RE85	1237.3582417582415
gRNA_5247	RE111	373.40989010989
gRNA_6817	RE133	1256.3791208791206
gRNA_6365	RE127	1115.2241758241755
gRNA_6119	RE123	1025.1252747252745
gRNA_2723	RE61	484.531868131868
gRNA_2120	RE52	437.48021978021967
gRNA_4746	RE103	435.4780219780219
gRNA_7019	RE138	1087.1934065934063
gRNA_5588	RE113	745.8186813186811
gRNA_3589	RE78	233.2560439560439
gRNA_5454	RE112	560.6153846153845
gRNA_2853	RE63	635.697802197802
gRNA_6336	RE127	520.5714285714284
gRNA_6227	RE125	353.387912087912
gRNA_2363	RE56	879.9659340659339
gRNA_6965	RE137	388.42637362637356
gRNA_6188	RE123	698.7670329670328
gRNA_5640	RE114	703.7725274725273
gRNA_1457	RE38	643.7065934065932
gRNA_2692	RE60	784.8615384615383
gRNA_4029	RE86	661.7263736263735
gRNA_6997	RE138	873.9593406593405
gRNA_2008	RE50	1206.3241758241757
gRNA_3218	RE69	422.46373626373617
gRNA_1601	RE42	611.6714285714285
gRNA_5883	RE120	961.0549450549448
gRNA_291	RE13	867.952747252747
gRNA_128	RE7	643.7065934065932
gRNA_368	RE15	1195.3120879120877
gRNA_2490	RE57	846.9296703296701
gRNA_5208	RE110	927.0175824175822
gRNA_5223	RE110	742.8153846153845
gRNA_682	RE22	945.0373626373624
gRNA_2277	RE55	1214.3329670329667
gRNA_1381	RE36	533.5857142857142
gRNA_754	RE22	320.3516483516483
gRNA_4819	RE105	823.9043956043954
gRNA_6062	RE122	390.42857142857133
gRNA_480	RE17	634.6967032967032
gRNA_5516	RE112	1226.3461538461536
gRNA_1795	RE46	681.7483516483514
gRNA_530	RE18	772.8483516483515
gRNA_6937	RE136	979.0747252747251
gRNA_1529	RE40	1002.0999999999998
gRNA_4657	RE99	1172.2868131868129
gRNA_2525	RE57	327.3593406593406
gRNA_5298	RE111	828.90989010989
gRNA_113	RE7	415.45604395604386
gRNA_1890	RE48	909.9989010989009
gRNA_5395	RE111	1081.186813186813
gRNA_4730	RE102	847.930769230769
gRNA_5517	RE112	251.2758241758241
BRDN0000737835	NT	621.6824175824174
gRNA_2991	RE65	561.6164835164834
gRNA_3783	RE82	578.6351648351647
BRDN0000737858	NT	982.0780219780218
gRNA_4024	RE85	1153.2659340659338
gRNA_1208	RE31	329.3615384615384
gRNA_3468	RE76	285.31318681318675
gRNA_3803	RE83	528.5802197802196
gRNA_5088	RE107	440.4835164835164
gRNA_5531	RE112	314.34505494505487
gRNA_5882	RE120	376.4131868131867
BRDN0000737450	NT	508.55824175824165
gRNA_1972	RE49	1152.264835164835
gRNA_3989	RE85	219.24065934065928
gRNA_3929	RE85	319.35054945054935
gRNA_2545	RE58	672.7384615384614
gRNA_5082	RE107	793.8714285714284
gRNA_1987	RE49	530.5824175824174
gRNA_3416	RE74	637.6999999999998
gRNA_1861	RE48	526.5780219780219
gRNA_2384	RE57	1316.4450549450546
gRNA_329	RE13	1049.1516483516482
gRNA_3442	RE75	1073.1780219780217
gRNA_5524	RE112	988.0846153846152
gRNA_5533	RE112	841.9241758241757
gRNA_3192	RE68	1245.3670329670326
gRNA_2290	RE55	784.8615384615383
gRNA_6429	RE127	1162.2758241758238
gRNA_6457	RE127	747.820879120879
gRNA_1711	RE45	515.5659340659339
gRNA_558	RE18	1079.1846153846152
gRNA_5472	RE112	716.786813186813
gRNA_3916	RE84	410.4505494505494
gRNA_5265	RE111	982.0780219780218
gRNA_374	RE15	149.16373626373624
gRNA_6340	RE127	971.0659340659339
gRNA_1274	RE33	667.7329670329668
BRDN0000737750	NT	177.19450549450545
gRNA_5565	RE112	1259.3824175824172
gRNA_908	RE24	303.33296703296696
gRNA_4947	RE105	1050.152747252747
gRNA_6798	RE133	922.0120879120877
gRNA_5199	RE110	1085.1912087912085
gRNA_1742	RE45	1055.1582417582415
gRNA_1986	RE49	741.8142857142856
gRNA_2314	RE55	838.9208791208789
gRNA_6182	RE123	320.3516483516483
gRNA_237	RE11	1136.2472527472526
gRNA_3450	RE76	511.56153846153836
gRNA_5828	RE119	404.44395604395595
gRNA_2954	RE65	959.052747252747
gRNA_6936	RE136	496.54505494505486
gRNA_466	RE17	730.8021978021976
gRNA_234	RE11	915.0043956043954
BRDN0000738046	NT	785.8626373626372
gRNA_2544	RE58	844.9274725274723
gRNA_6959	RE137	1008.1065934065932
gRNA_6179	RE123	1019.1186813186811
gRNA_1042	RE30	892.9802197802196
gRNA_674	RE22	952.0450549450547
gRNA_3891	RE84	978.0736263736261
gRNA_6065	RE122	445.48901098901086
gRNA_272	RE13	629.6912087912086
gRNA_5919	RE120	1167.2813186813185
gRNA_1092	RE30	1184.2999999999997
gRNA_6867	RE134	1120.2296703296702
gRNA_4908	RE105	434.47692307692296
gRNA_5388	RE111	551.6054945054943
gRNA_3709	RE81	1031.1318681318678
gRNA_5332	RE111	1179.2945054945053
gRNA_809	RE22	1154.2670329670327
gRNA_5282	RE111	435.4780219780219
gRNA_3065	RE66	1061.1648351648348
gRNA_1079	RE30	1008.1065934065932
gRNA_2555	RE58	979.0747252747251
gRNA_4886	RE105	1523.6725274725272
gRNA_3612	RE79	712.7824175824175
gRNA_6752	RE130	621.6824175824174
gRNA_2569	RE58	1208.3263736263734
gRNA_6860	RE134	1155.2681318681316
gRNA_3334	RE72	692.7604395604394
gRNA_5238	RE110	1613.7714285714283
BRDN0000738268	NT	954.0472527472525
gRNA_6695	RE130	632.6945054945054
gRNA_6992	RE137	686.753846153846
gRNA_1039	RE30	906.9956043956042
gRNA_6302	RE126	1242.363736263736
gRNA_2157	RE52	935.0263736263735
gRNA_885	RE23	392.43076923076916
gRNA_1538	RE40	1040.141758241758
gRNA_1242	RE32	628.6901098901097
gRNA_6397	RE127	814.8945054945053
gRNA_6831	RE134	962.0560439560437
gRNA_5496	RE112	360.3956043956043
gRNA_3633	RE79	535.587912087912
gRNA_4178	RE88	472.5186813186812
gRNA_346	RE14	233.2560439560439
gRNA_5396	RE111	871.9571428571427
gRNA_5436	RE112	771.8472527472526
gRNA_860	RE23	819.8999999999999
gRNA_6803	RE133	823.9043956043954
gRNA_4992	RE106	788.8659340659339
gRNA_1130	RE30	825.9065934065932
gRNA_5326	RE111	723.7945054945053
gRNA_1730	RE45	581.6384615384615
gRNA_4069	RE87	623.6846153846152
gRNA_2986	RE65	578.6351648351647
gRNA_2022	RE50	735.8076923076922
gRNA_1613	RE42	1310.4384615384613
gRNA_2016	RE50	525.576923076923
BRDN0000737898	NT	1078.1835164835163
gRNA_6878	RE135	912.0010989010987
gRNA_395	RE15	353.387912087912
gRNA_264	RE13	800.8791208791207
gRNA_2143	RE52	1192.308791208791
gRNA_914	RE24	963.0571428571426
gRNA_29	RE4	464.50989010989
gRNA_4190	RE88	1129.2395604395601
gRNA_2007	RE50	867.952747252747
gRNA_3761	RE82	412.45274725274714
gRNA_855	RE22	1282.407692307692
gRNA_2471	RE57	1298.4252747252744
gRNA_6230	RE125	931.0219780219778
gRNA_4790	RE104	613.6736263736262
gRNA_1206	RE31	454.498901098901
gRNA_1903	RE48	859.9439560439558
gRNA_5417	RE112	447.4912087912087
gRNA_6477	RE127	250.27472527472523
gRNA_5510	RE112	486.53406593406584
BRDN0000738202	NT	977.0725274725272
gRNA_1476	RE38	589.6472527472527
BRDN0000737455	NT	1030.130769230769
gRNA_4796	RE105	1537.6879120879116
gRNA_3918	RE84	988.0846153846152
gRNA_149	RE7	855.9395604395603
gRNA_1277	RE33	834.9164835164834
gRNA_3591	RE78	822.9032967032965
gRNA_4451	RE94	672.7384615384614
gRNA_1644	RE43	549.6032967032966
gRNA_49	RE4	753.8274725274723
gRNA_467	RE17	599.6582417582416
gRNA_3234	RE70	879.9659340659339
