id	re	Plasmid_library
gRNA_3370	RE73	979.0747252747251
BRDN0000737602	NT	1247.3692307692304
gRNA_5692	RE114	497.54615384615374
gRNA_5697	RE114	921.0109890109889
gRNA_230	RE10	522.5736263736262
gRNA_4256	RE90	712.7824175824175
gRNA_3045	RE66	810.8901098901097
gRNA_3260	RE70	445.48901098901086
gRNA_6031	RE122	959.052747252747
gRNA_4826	RE105	1112.2208791208789
gRNA_481	RE17	1260.3835164835161
gRNA_6533	RE127	1001.0989010989009
gRNA_2541	RE57	1070.174725274725
gRNA_2987	RE65	1239.3604395604393
gRNA_2266	RE55	696.7648351648351
gRNA_6861	RE134	1353.485714285714
gRNA_3280	RE71	1626.785714285714
gRNA_1077	RE30	1247.3692307692304
gRNA_2974	RE65	707.7769230769229
BRDN0000738311	NT	969.063736263736
BRDN0000738102	NT	757.831868131868
gRNA_3477	RE76	1027.1274725274723
gRNA_1128	RE30	498.5472527472526
gRNA_1830	RE47	1415.5538461538458
gRNA_5174	RE110	1189.3054945054942
gRNA_1033	RE30	935.0263736263735
gRNA_5460	RE112	704.7736263736263
gRNA_253	RE12	1051.153846153846
gRNA_6375	RE127	770.8461538461537
gRNA_532	RE18	1026.1263736263734
gRNA_1329	RE35	433.4758241758241
gRNA_5425	RE112	1082.1879120879119
gRNA_828	RE22	818.8989010989009
gRNA_6275	RE126	374.41098901098894
gRNA_1377	RE36	1156.2692307692305
gRNA_3613	RE79	883.9703296703294
gRNA_3130	RE68	1035.1362637362636
gRNA_444	RE17	661.7263736263735
gRNA_6254	RE125	1062.165934065934
gRNA_13	RE2	1274.3989010989008
gRNA_2774	RE61	776.8527472527471
gRNA_4898	RE105	703.7725274725273
gRNA_1016	RE29	659.7241758241756
gRNA_604	RE20	1191.3076923076922
gRNA_4523	RE96	851.9351648351646
gRNA_273	RE13	1094.2010989010987
gRNA_5488	RE112	1343.474725274725
gRNA_77	RE5	1359.4923076923073
gRNA_5756	RE116	958.0516483516482
BRDN0000738234	NT	1116.2252747252744
gRNA_4549	RE97	957.0505494505493
gRNA_5582	RE113	681.7483516483514
gRNA_2082	RE51	1051.153846153846
gRNA_3565	RE78	975.0703296703294
gRNA_5686	RE114	718.7890109890109
gRNA_3292	RE71	1285.4109890109887
gRNA_6745	RE130	1249.3714285714284
gRNA_4073	RE87	1196.3131868131866
gRNA_6943	RE137	664.7296703296702
gRNA_2870	RE63	1031.1318681318678
gRNA_4137	RE88	400.43956043956035
gRNA_6865	RE134	594.6527472527471
gRNA_6441	RE127	778.8549450549449
gRNA_1281	RE34	874.9604395604393
gRNA_5581	RE113	562.6175824175823
gRNA_5029	RE107	552.6065934065933
BRDN0000737497	NT	1164.2780219780218
BRDN0000738150	NT	1462.605494505494
gRNA_5317	RE111	1203.3208791208788
gRNA_728	RE22	569.6252747252746
gRNA_1611	RE42	939.030769230769
gRNA_5694	RE114	829.9109890109888
gRNA_5294	RE111	1568.7219780219777
gRNA_1840	RE47	1555.707692307692
gRNA_1680	RE43	433.4758241758241
gRNA_1651	RE43	624.6857142857142
gRNA_5358	RE111	1315.4439560439557
gRNA_6699	RE130	988.0846153846152
gRNA_4099	RE87	450.4945054945054
gRNA_2856	RE63	1278.4032967032965
gRNA_3703	RE81	1712.8802197802195
gRNA_6245	RE125	967.0615384615382
gRNA_769	RE22	1191.3076923076922
gRNA_1132	RE30	684.7516483516482
gRNA_1403	RE38	833.9153846153845
gRNA_2813	RE61	1058.1615384615382
gRNA_5573	RE113	859.9439560439558
gRNA_1479	RE38	577.6340659340658
gRNA_3028	RE66	929.01978021978
BRDN0000738245	NT	419.46043956043945
gRNA_2808	RE61	1321.4505494505493
gRNA_4600	RE97	1268.3923076923074
gRNA_1682	RE43	1348.4802197802194
gRNA_503	RE18	1125.2351648351646
gRNA_6958	RE137	834.9164835164834
gRNA_2852	RE63	980.075824175824
gRNA_4046	RE87	262.28791208791205
gRNA_1608	RE42	694.7626373626372
gRNA_1990	RE49	449.4934065934065
gRNA_1164	RE31	757.831868131868
gRNA_6981	RE137	1277.4021978021974
gRNA_120	RE7	374.41098901098894
gRNA_2620	RE59	478.52527472527464
gRNA_821	RE22	1199.3164835164832
gRNA_3979	RE85	1159.2725274725271
gRNA_5965	RE121	1115.2241758241755
gRNA_4121	RE87	876.9626373626371
gRNA_2017	RE50	514.564835164835
gRNA_1946	RE49	702.7714285714284
gRNA_2922	RE64	981.0769230769229
gRNA_6571	RE127	1288.4142857142854
gRNA_3208	RE69	799.8780219780218
gRNA_6305	RE126	541.5945054945054
gRNA_4223	RE89	1043.1450549450547
gRNA_6507	RE127	814.8945054945053
gRNA_6146	RE123	879.9659340659339
gRNA_6337	RE127	1113.2219780219777
gRNA_1126	RE30	931.0219780219778
gRNA_1424	RE38	681.7483516483514
gRNA_6548	RE127	907.9967032967031
gRNA_6010	RE121	363.39890109890104
gRNA_1113	RE30	1620.7791208791205
gRNA_2466	RE57	1149.2615384615383
gRNA_1392	RE37	547.6010989010988
gRNA_4838	RE105	1150.2626373626372
gRNA_5649	RE114	719.7901098901098
gRNA_948	RE25	936.0274725274724
gRNA_4347	RE92	1016.1153846153844
gRNA_6572	RE127	1100.207692307692
gRNA_6265	RE126	1125.2351648351646
gRNA_4848	RE105	1152.264835164835
gRNA_5909	RE120	1000.097802197802
gRNA_1528	RE40	987.0835164835163
gRNA_2549	RE58	622.6835164835163
gRNA_3759	RE82	1107.2153846153844
BRDN0000737772	NT	464.50989010989
gRNA_6264	RE126	330.3626373626373
gRNA_6916	RE136	1044.1461538461535
gRNA_5642	RE114	1440.5813186813184
gRNA_5766	RE117	783.8604395604394
gRNA_6252	RE125	1302.42967032967
gRNA_741	RE22	1512.6604395604393
gRNA_3435	RE75	1126.2362637362635
gRNA_1666	RE43	701.7703296703295
gRNA_666	RE22	1013.1120879120876
gRNA_6931	RE136	991.0879120879118
gRNA_6185	RE123	316.3472527472527
gRNA_5900	RE120	869.9549450549449
gRNA_3294	RE71	1160.273626373626
gRNA_2594	RE58	1387.5230769230766
gRNA_1173	RE31	1059.162637362637
gRNA_5877	RE120	690.7582417582416
gRNA_347	RE14	1082.1879120879119
gRNA_3807	RE83	1032.1329670329667
gRNA_5940	RE120	959.052747252747
gRNA_2219	RE53	952.0450549450547
gRNA_6006	RE121	616.6769230769229
BRDN0000737990	NT	676.742857142857
gRNA_5725	RE116	1091.197802197802
gRNA_3076	RE67	1318.4472527472524
gRNA_5136	RE108	446.4901098901098
gRNA_3773	RE82	1173.2879120879118
gRNA_1544	RE40	894.9824175824174
gRNA_33	RE4	306.3362637362637
gRNA_5128	RE108	1470.6142857142854
gRNA_6080	RE123	1644.8054945054942
gRNA_5276	RE111	1083.1890109890107
gRNA_2576	RE58	857.9417582417581
BRDN0000737561	NT	629.6912087912086
gRNA_6584	RE128	391.4296703296702
gRNA_2320	RE55	638.7010989010987
gRNA_3310	RE71	964.0582417582416
gRNA_4255	RE90	235.2582417582417
gRNA_1372	RE36	885.9725274725273
gRNA_4199	RE89	436.4791208791208
gRNA_6330	RE127	523.5747252747252
gRNA_2674	RE60	1080.185714285714
gRNA_6427	RE127	570.6263736263735
gRNA_6853	RE134	941.0329670329668
BRDN0000737904	NT	984.0802197802195
gRNA_2212	RE53	1079.1846153846152
gRNA_328	RE13	1278.4032967032965
gRNA_6968	RE137	462.5076923076922
gRNA_1761	RE45	721.7923076923075
gRNA_107	RE7	468.5142857142856
gRNA_1681	RE43	949.041758241758
gRNA_1185	RE31	1183.2989010989008
gRNA_460	RE17	417.4582417582417
gRNA_3533	RE77	775.8516483516481
gRNA_1279	RE34	350.3846153846153
gRNA_3307	RE71	523.5747252747252
gRNA_5303	RE111	881.9681318681316
gRNA_2099	RE52	635.697802197802
gRNA_4263	RE90	917.0065934065932
gRNA_2261	RE55	626.687912087912
gRNA_3162	RE68	931.0219780219778
gRNA_5618	RE113	445.48901098901086
gRNA_2788	RE61	532.5846153846153
gRNA_6622	RE128	623.6846153846152
gRNA_5921	RE120	544.597802197802
gRNA_4564	RE97	814.8945054945053
BRDN0000737756	NT	1105.2131868131867
BRDN0000737426	NT	1272.396703296703
gRNA_1688	RE43	938.0296703296701
gRNA_1287	RE34	725.7967032967032
gRNA_5591	RE113	714.7846153846152
gRNA_7020	RE138	1182.297802197802
gRNA_1725	RE45	1001.0989010989009
gRNA_4987	RE106	1222.341758241758
gRNA_655	RE22	818.8989010989009
gRNA_1734	RE45	1357.4901098901096
gRNA_6614	RE128	458.5032967032966
gRNA_5012	RE107	1116.2252747252744
gRNA_4782	RE104	1102.2098901098898
gRNA_1887	RE48	930.0208791208789
gRNA_3254	RE70	938.0296703296701
gRNA_2753	RE61	542.5956043956043
gRNA_6347	RE127	795.8736263736262
gRNA_2359	RE56	232.254945054945
gRNA_1074	RE30	1047.1494505494504
gRNA_3143	RE68	945.0373626373624
gRNA_3600	RE79	754.8285714285713
gRNA_1245	RE32	658.7230769230767
gRNA_5522	RE112	478.52527472527464
gRNA_5477	RE112	795.8736263736262
gRNA_3762	RE82	1079.1846153846152
BRDN0000738328	NT	1297.4241758241756
gRNA_6650	RE129	1098.2054945054942
gRNA_4983	RE106	889.9769230769228
gRNA_4572	RE97	841.9241758241757
gRNA_6634	RE128	828.90989010989
gRNA_212	RE8	703.7725274725273
gRNA_975	RE26	595.6538461538461
gRNA_753	RE22	682.7494505494504
gRNA_6244	RE125	1016.1153846153844
gRNA_4559	RE97	545.598901098901
gRNA_3444	RE75	1048.1505494505493
gRNA_3355	RE72	888.975824175824
gRNA_5992	RE121	963.0571428571426
gRNA_1295	RE35	602.6615384615383
gRNA_2896	RE64	1176.2912087912084
gRNA_5148	RE109	599.6582417582416
gRNA_2895	RE64	1010.108791208791
gRNA_6697	RE130	585.642857142857
gRNA_6559	RE127	2283.506593406593
gRNA_1716	RE45	1178.2934065934064
gRNA_6078	RE123	1005.1032967032965
gRNA_3824	RE84	413.4538461538461
gRNA_3787	RE82	1259.3824175824172
gRNA_6848	RE134	837.91978021978
gRNA_1741	RE45	1115.2241758241755
gRNA_3191	RE68	477.5241758241757
gRNA_4554	RE97	853.9373626373624
gRNA_5614	RE113	896.9846153846152
gRNA_3391	RE73	1157.2703296703294
gRNA_5443	RE112	607.6670329670328
gRNA_6579	RE128	678.7450549450548
gRNA_5222	RE110	1064.1681318681317
gRNA_4101	RE87	2029.2274725274722
gRNA_5658	RE114	585.642857142857
gRNA_6501	RE127	1332.462637362637
gRNA_842	RE22	941.0329670329668
gRNA_3811	RE83	1059.162637362637
gRNA_1034	RE30	626.687912087912
gRNA_5523	RE112	1399.5362637362634
gRNA_6506	RE127	634.6967032967032
gRNA_3936	RE85	1100.207692307692
BRDN0000737959	NT	955.0483516483514
gRNA_5066	RE107	1245.3670329670326
gRNA_4764	RE103	843.9263736263734
gRNA_1078	RE30	1266.3901098901097
gRNA_1982	RE49	968.0626373626371
gRNA_6747	RE130	1020.11978021978
gRNA_2037	RE50	803.8824175824174
gRNA_6061	RE122	843.9263736263734
gRNA_6504	RE127	767.8428571428569
gRNA_5576	RE113	474.520879120879
gRNA_6480	RE127	1178.2934065934064
gRNA_3549	RE77	394.4329670329669
gRNA_1602	RE42	963.0571428571426
gRNA_4031	RE86	608.6681318681317
gRNA_6133	RE123	800.8791208791207
gRNA_1673	RE43	1181.296703296703
gRNA_1660	RE43	987.0835164835163
gRNA_1334	RE36	1046.1483516483513
gRNA_6577	RE127	502.5516483516482
gRNA_1853	RE48	875.9615384615382
gRNA_1942	RE49	478.52527472527464
gRNA_2718	RE61	680.7472527472526
gRNA_2364	RE56	1130.240659340659
gRNA_5374	RE111	880.9670329670328
gRNA_1635	RE43	553.6076923076922
gRNA_5138	RE108	948.0406593406591
gRNA_5045	RE107	449.4934065934065
gRNA_1521	RE40	534.5868131868131
gRNA_4240	RE90	1129.2395604395601
gRNA_5634	RE113	652.7164835164833
gRNA_5103	RE108	761.8362637362636
gRNA_1347	RE36	768.8439560439558
gRNA_343	RE14	1323.452747252747
gRNA_83	RE5	1250.3725274725273
gRNA_6446	RE127	728.7999999999998
gRNA_3431	RE74	1140.251648351648
gRNA_1115	RE30	1404.5417582417579
gRNA_1823	RE46	443.4868131868131
gRNA_3905	RE84	801.8802197802196
gRNA_4618	RE98	1313.441758241758
gRNA_3196	RE68	372.4087912087911
gRNA_7041	RE138	1100.207692307692
gRNA_5236	RE110	999.096703296703
gRNA_1768	RE46	580.6373626373625
gRNA_4372	RE93	831.9131868131866
gRNA_3640	RE79	908.997802197802
gRNA_5068	RE107	947.0395604395602
gRNA_5159	RE110	1274.3989010989008
gRNA_2550	RE58	970.0648351648349
gRNA_4410	RE93	957.0505494505493
gRNA_5569	RE113	1535.6857142857139
gRNA_2102	RE52	358.3934065934065
gRNA_435	RE17	379.4164835164834
gRNA_1087	RE30	1112.2208791208789
gRNA_1260	RE33	1138.2494505494503
gRNA_4391	RE93	1343.474725274725
gRNA_6278	RE126	510.5604395604394
gRNA_6236	RE125	363.39890109890104
gRNA_1465	RE38	717.7879120879119
gRNA_5189	RE110	724.7956043956042
gRNA_7028	RE138	1122.231868131868
gRNA_1637	RE43	1412.5505494505492
gRNA_5377	RE111	340.3736263736263
gRNA_7007	RE138	386.42417582417573
gRNA_8	RE1	1407.5450549450545
gRNA_4092	RE87	410.4505494505494
gRNA_6892	RE135	905.9945054945052
gRNA_3369	RE73	1006.1043956043953
gRNA_6435	RE127	986.0824175824174
gRNA_4649	RE99	1077.1824175824174
gRNA_3284	RE71	470.5164835164834
gRNA_2713	RE61	770.8461538461537
gRNA_6770	RE130	756.8307692307691
gRNA_6926	RE136	847.930769230769
gRNA_4163	RE88	498.5472527472526
gRNA_1843	RE47	1220.3395604395603
gRNA_5057	RE107	818.8989010989009
gRNA_5809	RE119	1057.1604395604393
gRNA_4793	RE105	749.8230769230768
BRDN0000737503	NT	573.6296703296701
gRNA_698	RE22	1476.6208791208787
gRNA_6789	RE132	1094.2010989010987
gRNA_5948	RE121	1025.1252747252745
gRNA_3455	RE76	528.5802197802196
gRNA_5901	RE120	1110.218681318681
gRNA_773	RE22	608.6681318681317
gRNA_2831	RE62	618.6791208791208
gRNA_129	RE7	808.8879120879119
BRDN0000738000	NT	971.0659340659339
gRNA_1685	RE43	1182.297802197802
gRNA_5671	RE114	1978.1714285714281
gRNA_6023	RE122	852.9362637362635
gRNA_2646	RE60	463.5087912087911
gRNA_1714	RE45	635.697802197802
gRNA_148	RE7	838.9208791208789
gRNA_3102	RE67	274.30109890109884
gRNA_6114	RE123	930.0208791208789
gRNA_5421	RE112	500.54945054945046
gRNA_3944	RE85	1059.162637362637
gRNA_2107	RE52	1186.3021978021975
gRNA_3339	RE72	1124.2340659340657
gRNA_4909	RE105	1064.1681318681317
gRNA_1801	RE46	516.5670329670329
gRNA_4569	RE97	834.9164835164834
gRNA_5957	RE121	828.90989010989
gRNA_5541	RE112	949.041758241758
gRNA_1807	RE46	777.853846153846
gRNA_1395	RE37	938.0296703296701
gRNA_523	RE18	423.46483516483505
gRNA_6757	RE130	1136.2472527472526
gRNA_6193	RE123	846.9296703296701
gRNA_4497	RE96	490.53846153846143
BRDN0000737386	NT	1206.3241758241757
gRNA_2138	RE52	316.3472527472527
gRNA_4739	RE102	1173.2879120879118
gRNA_5805	RE119	1265.3890109890108
gRNA_1453	RE38	1181.296703296703
gRNA_4147	RE88	1012.1109890109888
gRNA_3618	RE79	1325.4549450549448
gRNA_4734	RE102	476.5230769230768
gRNA_2686	RE60	875.9615384615382
gRNA_4408	RE93	1136.2472527472526
gRNA_6072	RE122	491.5395604395603
gRNA_4610	RE98	974.0692307692306
BRDN0000738117	NT	1035.1362637362636
gRNA_6363	RE127	1030.130769230769
gRNA_1179	RE31	1078.1835164835163
gRNA_4970	RE106	490.53846153846143
gRNA_2433	RE57	1059.162637362637
gRNA_5654	RE114	810.8901098901097
gRNA_841	RE22	1311.4395604395602
gRNA_2223	RE54	832.9142857142855
gRNA_5193	RE110	544.597802197802
gRNA_1423	RE38	495.5439560439559
gRNA_3693	RE80	956.0494505494503
gRNA_5878	RE120	1114.2230769230766
gRNA_492	RE17	951.0439560439559
gRNA_2407	RE57	1128.2384615384613
gRNA_4763	RE103	385.42307692307685
gRNA_6685	RE129	820.9010989010987
gRNA_2063	RE51	450.4945054945054
gRNA_1407	RE38	1227.3472527472525
BRDN0000737703	NT	1012.1109890109888
gRNA_4521	RE96	787.864835164835
gRNA_4140	RE88	837.91978021978
BRDN0000737409	NT	1027.1274725274723
gRNA_3701	RE80	949.041758241758
gRNA_5231	RE110	537.5901098901097
BRDN0000737722	NT	1017.1164835164833
gRNA_4990	RE106	659.7241758241756
gRNA_4045	RE87	808.8879120879119
gRNA_1530	RE40	1010.108791208791
gRNA_2918	RE64	766.841758241758
gRNA_6545	RE127	652.7164835164833
gRNA_5995	RE121	872.9582417582416
gRNA_4252	RE90	1242.363736263736
gRNA_5141	RE108	539.5923076923076
gRNA_2821	RE62	720.7912087912086
gRNA_4720	RE102	975.0703296703294
gRNA_4644	RE99	1007.1054945054943
gRNA_3562	RE78	492.5406593406592
gRNA_4934	RE105	552.6065934065933
gRNA_3511	RE76	743.8164835164833
gRNA_6993	RE137	818.8989010989009
gRNA_1086	RE30	988.0846153846152
BRDN0000737852	NT	1527.6769230769228
gRNA_1147	RE30	704.7736263736263
gRNA_2570	RE58	1206.3241758241757
gRNA_3578	RE78	800.8791208791207
gRNA_5365	RE111	748.8219780219779
gRNA_1005	RE27	799.8780219780218
gRNA_32	RE4	950.042857142857
gRNA_1396	RE37	462.5076923076922
gRNA_4967	RE106	866.9516483516481
gRNA_1307	RE35	1025.1252747252745
gRNA_3896	RE84	1011.1098901098899
gRNA_5896	RE120	985.0813186813184
gRNA_5044	RE107	1260.3835164835161
gRNA_2780	RE61	634.6967032967032
gRNA_6456	RE127	1338.4692307692305
gRNA_6549	RE127	521.5725274725273
gRNA_5833	RE119	1318.4472527472524
gRNA_995	RE27	1047.1494505494504
gRNA_6733	RE130	825.9065934065932
gRNA_3582	RE78	1462.605494505494
gRNA_414	RE15	1243.3648351648349
gRNA_5946	RE120	1497.6439560439558
gRNA_1118	RE30	715.7857142857141
gRNA_380	RE15	1316.4450549450546
gRNA_1105	RE30	1805.9824175824172
gRNA_6624	RE128	736.808791208791
gRNA_5438	RE112	306.3362637362637
gRNA_3784	RE82	1260.3835164835161
gRNA_4725	RE102	479.5263736263735
gRNA_3994	RE85	537.5901098901097
gRNA_4954	RE106	1350.4824175824174
gRNA_735	RE22	1046.1483516483513
gRNA_2399	RE57	524.5758241758241
gRNA_1908	RE48	829.9109890109888
gRNA_6155	RE123	1066.1703296703295
gRNA_2178	RE53	610.6703296703296
gRNA_5643	RE114	409.44945054945043
BRDN0000737692	NT	670.7362637362636
gRNA_3436	RE75	1160.273626373626
gRNA_18	RE2	689.7571428571428
gRNA_4666	RE99	1441.5824175824173
gRNA_3795	RE82	1122.231868131868
gRNA_6101	RE123	1289.4153846153843
gRNA_262	RE12	1396.5329670329668
gRNA_1789	RE46	1504.651648351648
gRNA_1665	RE43	902.9912087912086
gRNA_3644	RE79	565.620879120879
gRNA_250	RE12	1175.2901098901095
gRNA_1254	RE33	1140.251648351648
gRNA_1923	RE49	704.7736263736263
gRNA_5986	RE121	1023.1230769230767
gRNA_2042	RE50	1052.1549450549448
gRNA_6866	RE134	1411.5494505494503
BRDN0000737688	NT	967.0615384615382
gRNA_3790	RE82	677.7439560439559
gRNA_456	RE17	879.9659340659339
gRNA_716	RE22	334.3670329670329
gRNA_4483	RE96	1264.387912087912
gRNA_1183	RE31	1450.5923076923073
gRNA_3963	RE85	752.8263736263734
gRNA_5005	RE106	940.0318681318679
gRNA_576	RE20	1045.1472527472524
gRNA_2103	RE52	1365.498901098901
gRNA_6184	RE123	1070.174725274725
gRNA_4999	RE106	1086.1923076923074
gRNA_4736	RE102	891.9791208791207
gRNA_6989	RE137	990.086813186813
gRNA_2354	RE56	1182.297802197802
gRNA_2289	RE55	1670.8340659340656
gRNA_2481	RE57	220.2417582417582
gRNA_2477	RE57	378.41538461538454
gRNA_6234	RE125	790.8681318681317
gRNA_2526	RE57	952.0450549450547
gRNA_2412	RE57	594.6527472527471
gRNA_6164	RE123	866.9516483516481
gRNA_2282	RE55	1079.1846153846152
gRNA_1760	RE45	487.5351648351647
gRNA_1886	RE48	1252.374725274725
gRNA_1369	RE36	867.952747252747
gRNA_1748	RE45	948.0406593406591
gRNA_2939	RE64	1021.1208791208788
gRNA_950	RE25	255.2802197802197
gRNA_4135	RE88	976.0714285714283
gRNA_1038	RE30	1438.5791208791206
gRNA_679	RE22	582.6395604395603
gRNA_2158	RE52	590.6483516483515
gRNA_4142	RE88	1031.1318681318678
gRNA_1810	RE46	1173.2879120879118
gRNA_1540	RE40	1026.1263736263734
gRNA_7039	RE138	568.6241758241757
gRNA_4677	RE100	1075.1802197802194
gRNA_6390	RE127	932.0230769230767
gRNA_628	RE21	840.9230769230767
gRNA_4089	RE87	1192.308791208791
gRNA_2173	RE53	1036.1373626373625
gRNA_4329	RE91	488.5362637362636
gRNA_6246	RE125	1000.097802197802
gRNA_4157	RE88	861.9461538461536
gRNA_900	RE24	550.6043956043954
gRNA_5943	RE120	1819.9978021978018
gRNA_5462	RE112	540.5934065934065
gRNA_1827	RE47	772.8483516483515
gRNA_4134	RE88	774.8505494505492
gRNA_3923	RE84	609.6692307692306
gRNA_6652	RE129	784.8615384615383
gRNA_3465	RE76	1388.5241758241755
gRNA_951	RE25	1216.3351648351645
gRNA_4860	RE105	1078.1835164835163
gRNA_777	RE22	887.9747252747251
gRNA_5799	RE118	727.798901098901
gRNA_2981	RE65	1000.097802197802
gRNA_2618	RE59	1231.351648351648
gRNA_386	RE15	497.54615384615374
gRNA_5205	RE110	699.7681318681317
gRNA_4617	RE98	1339.4703296703294
gRNA_717	RE22	430.47252747252736
gRNA_2197	RE53	1086.1923076923074
BRDN0000737797	NT	1079.1846153846152
gRNA_1137	RE30	682.7494505494504
gRNA_1375	RE36	790.8681318681317
gRNA_202	RE8	1083.1890109890107
gRNA_126	RE7	808.8879120879119
gRNA_1373	RE36	885.9725274725273
gRNA_4495	RE96	1305.4329670329666
gRNA_2899	RE64	360.3956043956043
gRNA_6771	RE130	955.0483516483514
gRNA_5512	RE112	1797.973626373626
gRNA_4740	RE102	872.9582417582416
gRNA_1488	RE39	1244.3659340659337
gRNA_6658	RE129	862.9472527472526
gRNA_3429	RE74	1321.4505494505493
gRNA_4665	RE99	1183.2989010989008
gRNA_6383	RE127	948.0406593406591
gRNA_5101	RE108	1609.7670329670325
gRNA_6728	RE130	677.7439560439559
gRNA_228	RE10	1088.1945054945052
gRNA_5330	RE111	1652.8142857142852
gRNA_1941	RE49	389.42747252747245
gRNA_6875	RE135	991.0879120879118
gRNA_4386	RE93	1336.4670329670328
gRNA_2561	RE58	584.6417582417581
gRNA_6042	RE122	1334.4648351648348
gRNA_116	RE7	1060.163736263736
gRNA_177	RE8	795.8736263736262
gRNA_6962	RE137	1494.640659340659
gRNA_1678	RE43	1126.2362637362635
gRNA_6573	RE127	292.32087912087906
gRNA_1102	RE30	1472.6164835164832
gRNA_1022	RE29	1083.1890109890107
gRNA_586	RE20	1101.208791208791
gRNA_3057	RE66	750.8241758241757
gRNA_1142	RE30	967.0615384615382
gRNA_1220	RE31	566.6219780219778
gRNA_5234	RE110	1254.3769230769228
gRNA_3925	RE84	939.030769230769
gRNA_3160	RE68	1149.2615384615383
gRNA_6210	RE124	942.0340659340657
gRNA_2358	RE56	1326.4560439560437
gRNA_817	RE22	640.7032967032966
gRNA_4681	RE100	1143.2549450549448
gRNA_225	RE10	663.7285714285713
gRNA_6075	RE122	213.23406593406588
gRNA_3341	RE72	783.8604395604394
gRNA_3096	RE67	792.8703296703295
gRNA_3071	RE66	875.9615384615382
gRNA_3699	RE80	548.6021978021977
gRNA_1390	RE37	477.5241758241757
gRNA_4454	RE94	395.43406593406587
gRNA_4039	RE86	231.2538461538461
gRNA_5818	RE119	894.9824175824174
gRNA_4785	RE104	750.8241758241757
gRNA_6472	RE127	739.8120879120877
gRNA_3398	RE74	1114.2230769230766
gRNA_3394	RE74	796.874725274725
gRNA_6025	RE122	920.0098901098899
gRNA_5627	RE113	1307.4351648351646
gRNA_4653	RE99	834.9164835164834
gRNA_6174	RE123	281.30879120879115
gRNA_3264	RE70	931.0219780219778
gRNA_5220	RE110	486.53406593406584
BRDN0000737568	NT	949.041758241758
gRNA_135	RE7	542.5956043956043
gRNA_3075	RE67	1144.2560439560436
gRNA_669	RE22	817.897802197802
gRNA_1686	RE43	677.7439560439559
gRNA_3186	RE68	1221.3406593406592
gRNA_3712	RE81	277.30439560439555
gRNA_3688	RE80	1270.3945054945052
gRNA_3309	RE71	1301.428571428571
gRNA_4516	RE96	957.0505494505493
gRNA_2633	RE60	1200.3175824175821
gRNA_1658	RE43	1132.2428571428568
gRNA_4765	RE103	698.7670329670328
gRNA_1210	RE31	621.6824175824174
gRNA_323	RE13	1402.53956043956
gRNA_1427	RE38	936.0274725274724
gRNA_6122	RE123	905.9945054945052
gRNA_3863	RE84	1047.1494505494504
gRNA_2876	RE63	790.8681318681317
gRNA_3471	RE76	1002.0999999999998
gRNA_4277	RE90	1611.7692307692305
gRNA_373	RE15	549.6032967032966
gRNA_181	RE8	596.654945054945
gRNA_4867	RE105	611.6714285714285
gRNA_1371	RE36	580.6373626373625
gRNA_6776	RE131	1095.2021978021976
gRNA_1803	RE46	943.0351648351647
gRNA_6366	RE127	1021.1208791208788
gRNA_1578	RE42	1013.1120879120876
gRNA_4499	RE96	627.6890109890109
gRNA_5859	RE120	471.51758241758233
BRDN0000738158	NT	1216.3351648351645
gRNA_3133	RE68	828.90989010989
gRNA_3255	RE70	1144.2560439560436
gRNA_2305	RE55	678.7450549450548
gRNA_6676	RE129	539.5923076923076
gRNA_6263	RE126	763.8384615384614
gRNA_6599	RE128	649.7131868131867
gRNA_229	RE10	492.5406593406592
gRNA_1048	RE30	994.0912087912086
gRNA_4789	RE104	1513.6615384615382
gRNA_2562	RE58	671.7373626373625
gRNA_3231	RE70	1011.1098901098899
gRNA_4170	RE88	458.5032967032966
gRNA_650	RE22	1102.2098901098898
gRNA_2739	RE61	477.5241758241757
gRNA_1821	RE46	561.6164835164834
gRNA_507	RE18	935.0263736263735
gRNA_2738	RE61	537.5901098901097
gRNA_2785	RE61	1302.42967032967
gRNA_4389	RE93	491.5395604395603
gRNA_2990	RE65	433.4758241758241
gRNA_6159	RE123	1023.1230769230767
gRNA_2210	RE53	535.587912087912
gRNA_3110	RE67	650.7142857142856
gRNA_6051	RE122	269.29560439560436
gRNA_6195	RE123	868.9538461538459
gRNA_1559	RE41	1036.1373626373625
gRNA_6619	RE128	750.8241758241757
gRNA_4452	RE94	749.8230769230768
gRNA_3928	RE85	1035.1362637362636
gRNA_4109	RE87	1285.4109890109887
gRNA_6225	RE125	311.34175824175816
gRNA_6945	RE137	735.8076923076922
gRNA_1939	RE49	1378.5131868131864
gRNA_2968	RE65	1051.153846153846
gRNA_2835	RE62	560.6153846153845
gRNA_3268	RE71	1360.4934065934062
gRNA_3138	RE68	807.886813186813
gRNA_3623	RE79	246.2703296703296
gRNA_2415	RE57	785.8626373626372
gRNA_5893	RE120	745.8186813186811
gRNA_1573	RE42	588.6461538461538
gRNA_3346	RE72	1093.1999999999998
gRNA_2402	RE57	1178.2934065934064
gRNA_2043	RE50	932.0230769230767
gRNA_5729	RE116	948.0406593406591
gRNA_2509	RE57	558.6131868131866
gRNA_155	RE7	1479.6241758241754
gRNA_3356	RE72	901.9901098901097
BRDN0000737804	NT	985.0813186813184
gRNA_4349	RE93	898.986813186813
gRNA_6097	RE123	796.874725274725
